id,id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_predita,probabilidade_falha,FDF (Falha Desgaste Ferramenta)_predito,FDC (Falha Dissipacao Calor)_predito,FP (Falha Potencia)_predito,FTE (Falha Tensao Excessiva)_predito,FA (Falha Aleatoria)_predito
35975,L54824,L,300.4,311.4,90.0,1424,44.6,127,0.0,0.0032260579868464336,0.0,0.0,0.0,0.0,0.0
35976,L51618,L,302.4,310.1,90.0,1418,52.3,141,0.0,0.02728905188984759,0.0,0.0,0.0,0.0,0.0
35977,L53341,L,301.0,310.9,90.0,1479,44.3,194,0.0,0.004394074599089289,0.0,0.0,0.0,0.0,0.0
35978,L54924,L,300.4,311.7,90.0,1314,59.5,160,0.0,0.025412802563004506,0.0,0.0,0.0,0.0,0.0
35979,M24447,M,299.3,310.5,90.0,1462,40.5,24,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
35980,L55299,L,300.3,311.7,90.0,1333,55.2,18,0.0,0.018933470347221346,0.0,0.0,0.0,0.0,0.0
35981,M21827,M,300.8,311.2,90.0,1365,51.7,111,0.0,0.016536273579170275,0.0,0.0,0.0,0.0,0.0
35982,L52898,L,302.4,312.0,90.0,1621,32.5,169,0.0,0.0030780930429650413,0.0,0.0,0.0,0.0,0.0
35983,L47757,L,297.7,309.7,90.0,1591,37.7,196,0.0,0.004243474061435758,0.0,0.0,0.0,0.0,0.0
35984,L57013,L,298.3,309.1,90.0,1386,45.3,212,0.0,0.02172805014001379,0.0,0.0,0.0,0.0,0.0
35985,L51282,L,302.0,310.4,90.0,1450,46.6,165,0.0,0.009377091891354399,0.0,0.0,0.0,0.0,0.0
35986,L54826,L,300.4,311.4,90.0,1936,23.9,131,0.0,0.0032289154749246124,0.0,0.0,0.0,0.0,0.0
35987,M19011,M,301.9,310.4,90.0,1373,48.0,73,0.0,0.24621487208680742,0.0,1.0,0.0,0.0,0.0
35988,L50310,L,300.1,309.6,90.0,1760,25.4,55,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
35989,L52070,L,303.7,312.4,90.0,1525,43.9,188,0.0,0.005853579488833408,0.0,0.0,0.0,0.0,0.0
35990,M24835,M,298.6,308.3,90.0,1589,34.1,174,0.0,0.003152875417304667,0.0,0.0,0.0,0.0,0.0
35991,L54651,L,300.3,311.7,90.0,1365,53.3,113,0.0,0.02105073141439848,0.0,0.0,0.0,0.0,0.0
35992,L49013,L,297.8,307.3,90.0,1327,61.0,186,0.0,0.28528937908161384,0.0,0.0,0.0,0.0,0.0
35993,L56328,L,297.6,308.6,90.0,1393,40.4,127,0.0,0.002966615217638519,0.0,0.0,0.0,0.0,0.0
35994,M19751,M,303.7,312.3,90.0,1756,26.4,190,0.0,0.004732388229613368,0.0,0.0,0.0,0.0,0.0
35995,L49467,L,299.4,308.6,90.0,1746,26.8,107,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
35996,L48510,L,298.9,310.2,90.0,1696,30.2,214,0.0,0.014035919615578787,0.0,0.0,0.0,0.0,0.0
35997,L49951,L,299.9,309.5,90.0,1451,39.4,18,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
35998,L50866,L,302.0,311.1,90.0,1406,50.5,187,0.0,0.00879875340058868,0.0,0.0,0.0,0.0,0.0
35999,H37697,H,298.9,310.6,90.0,1615,33.0,221,0.0,0.027595712262195527,0.0,0.0,0.0,0.0,0.0
36000,M20788,M,300.2,310.1,90.0,1550,38.7,45,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36001,L47817,L,298.2,309.7,90.0,1585,37.4,118,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36002,L47227,L,298.8,309.1,90.0,1418,46.3,133,0.0,0.003293547743536485,0.0,0.0,0.0,0.0,0.0
36003,L49782,L,299.4,309.2,90.0,1427,41.5,29,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36004,L49145,L,297.8,307.5,90.0,1581,33.1,116,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36005,M17028,M,299.5,309.1,90.0,1420,49.5,5,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36006,H34463,H,304.0,313.1,90.0,1472,45.5,166,0.0,0.0038383011647626047,0.0,0.0,0.0,0.0,0.0
36007,M18194,M,301.6,310.8,90.0,1548,34.2,143,0.0,0.0026732563269637652,0.0,0.0,0.0,0.0,0.0
36008,L50199,L,300.5,309.8,90.0,1379,54.2,207,0.0,0.2800782800580298,0.0,0.0,0.0,0.0,0.0
36009,L55944,L,297.4,308.8,90.0,1620,33.4,186,0.0,0.0036659539813438872,0.0,0.0,0.0,0.0,0.0
36010,L56356,L,297.8,308.9,90.0,1518,40.4,2,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36011,H30774,H,298.8,310.2,90.0,1707,27.6,56,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36012,L52978,L,301.5,310.9,90.0,1600,39.0,160,0.0,0.0032289154749246124,0.0,0.0,0.0,0.0,0.0
36013,L56580,L,297.7,308.2,90.0,1446,43.9,172,0.0,0.003293547743536485,0.0,0.0,0.0,0.0,0.0
36014,L50431,L,301.1,309.6,90.0,1501,36.1,156,0.0,0.004885646039974006,0.0,0.0,0.0,0.0,0.0
36015,L53480,L,301.2,310.7,90.0,1517,39.4,107,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36016,H31665,H,299.1,308.3,90.0,1424,43.4,16,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36017,M20887,M,300.7,311.0,90.0,1413,44.3,72,0.0,0.0032260579868464336,0.0,0.0,0.0,0.0,0.0
36018,M16035,M,297.2,308.3,90.0,1578,37.8,3,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36019,L55979,L,297.3,308.4,90.0,1472,41.3,67,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36020,L50459,L,301.2,309.9,90.0,1382,52.4,13,0.0,0.007634391587700236,0.0,0.0,0.0,0.0,0.0
36021,M17833,M,300.6,309.3,90.0,1510,46.0,87,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36022,M18256,M,301.4,310.6,90.0,1459,35.0,87,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36023,M21799,M,300.7,311.3,90.0,1348,53.0,35,0.0,0.016737063410049033,0.0,0.0,0.0,0.0,0.0
36024,L48145,L,295.8,306.6,90.0,1508,46.5,99,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36025,L55754,L,297.6,308.3,90.0,1424,53.9,132,0.0,0.004168112988655697,0.0,0.0,0.0,0.0,0.0
36026,L47922,L,296.8,308.2,90.0,1643,34.7,191,0.0,0.0036659539813438872,0.0,0.0,0.0,0.0,0.0
36027,L54694,L,300.4,311.8,90.0,1636,32.3,7,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36028,L50494,L,301.4,310.5,90.0,1489,43.5,98,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36029,H34312,H,303.6,312.4,90.0,1460,53.7,214,0.0,0.431062433512328,0.0,0.0,0.0,0.0,0.0
36030,H38754,H,298.4,308.9,90.0,1577,37.1,0,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36031,L51852,L,303.3,311.5,90.0,1412,55.6,67,0.0,0.022431783618156557,0.0,0.0,0.0,0.0,0.0
36032,L55798,L,297.7,308.7,90.0,1829,24.9,17,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36033,L48397,L,297.0,308.1,90.0,1455,43.5,122,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36034,L51577,L,302.4,310.2,90.0,1539,37.7,29,0.0,0.007020162755106656,0.0,0.0,0.0,0.0,0.0
36035,L53260,L,300.9,310.7,90.0,1468,36.2,208,0.0,0.010641761268460795,0.0,0.0,0.0,0.0,0.0
36036,L49794,L,299.3,309.1,90.0,1634,36.8,62,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36037,L49800,L,299.4,309.2,90.0,1556,35.7,75,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36038,M23574,M,297.2,308.6,90.0,1444,41.1,56,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36039,L54462,L,300.0,310.2,90.0,1486,36.4,66,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36040,M18239,M,301.4,310.7,90.0,1459,37.7,40,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36041,L54481,L,300.1,310.4,90.0,1554,39.4,115,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36042,M24717,M,298.6,309.5,90.0,1366,55.0,65,0.0,0.016675757565599456,0.0,0.0,0.0,0.0,0.0
36043,L52785,L,302.9,312.2,90.0,1510,41.4,94,0.0,0.0026271053778877925,0.0,0.0,0.0,0.0,0.0
36044,L56993,L,298.3,309.1,90.0,1387,52.3,160,0.0,0.006919274797078287,0.0,0.0,0.0,0.0,0.0
36045,L52966,L,301.7,311.2,90.0,1521,36.7,130,0.0,0.0027399451359920108,0.0,0.0,0.0,0.0,0.0
36046,M23378,M,298.3,309.6,90.0,1681,27.1,194,0.0,0.003754321702472268,0.0,0.0,0.0,0.0,0.0
36047,M21710,M,301.0,311.2,90.0,1521,35.8,13,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36048,L48696,L,298.2,308.9,90.0,1278,54.0,18,0.0,0.012980987683288342,0.0,0.0,0.0,0.0,0.0
36049,L52278,L,304.2,313.4,90.0,1475,40.2,98,0.0,0.0026271053778877925,0.0,0.0,0.0,0.0,0.0
36050,L54816,L,300.4,311.5,90.0,1704,29.7,103,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36051,H38499,H,297.1,307.9,90.0,1365,54.0,174,0.0,0.015477056002463104,0.0,0.0,0.0,0.0,0.0
36052,H37437,H,300.9,312.0,90.0,1397,42.7,212,0.0,0.01217106175014721,0.0,0.0,0.0,0.0,0.0
36053,L49572,L,299.2,308.5,90.0,1340,50.0,144,0.0,0.013497087874245091,0.0,0.0,0.0,0.0,0.0
36054,L47766,L,297.6,309.6,90.0,1501,49.8,222,0.0,0.06638017211319527,0.0,0.0,0.0,0.0,0.0
36055,M18379,M,301.9,310.9,90.0,1569,32.5,188,0.0,0.004160672117776426,0.0,0.0,0.0,0.0,0.0
36056,L54833,L,300.4,311.5,90.0,1492,44.6,149,0.0,0.0037794765017349764,0.0,0.0,0.0,0.0,0.0
36057,M23806,M,297.3,308.2,90.0,1846,24.5,41,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36058,L48030,L,296.3,307.3,90.0,1567,31.4,5,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36059,L47515,L,297.4,308.1,90.0,1749,25.9,8,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36060,L53814,L,301.5,310.5,90.0,1396,44.5,117,0.0,0.0037644774152991267,0.0,0.0,0.0,0.0,0.0
36061,M23832,M,296.8,307.4,90.0,1455,49.9,102,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36062,L54673,L,300.2,311.7,90.0,1448,54.2,173,0.0,0.012138739165711603,0.0,0.0,0.0,0.0,0.0
36063,L50048,L,300.8,309.7,90.0,1418,46.6,12,0.0,0.0028789022756849124,0.0,0.0,0.0,0.0,0.0
36064,L52052,L,303.7,312.4,90.0,1316,59.3,137,0.0,0.10332247289474404,0.0,0.0,0.0,0.0,0.0
36065,M18410,M,301.9,311.0,90.0,1432,41.5,51,0.0,0.003355022472501644,0.0,0.0,0.0,0.0,0.0
36066,L51022,L,302.5,311.2,90.0,1545,40.1,165,0.0,0.004541096328141592,0.0,0.0,0.0,0.0,0.0
36067,M22122,M,300.4,310.6,90.0,1545,35.6,16,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36068,L53004,L,301.2,311.0,90.0,1596,37.2,219,0.0,0.02507549922342561,0.0,0.0,0.0,0.0,0.0
36069,L47203,L,299.0,309.4,90.0,1758,25.7,68,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36070,L48633,L,299.1,310.4,90.0,1450,40.9,85,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36071,L48864,L,297.8,307.3,90.0,1438,44.5,3,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36072,M17170,M,299.0,308.4,90.0,1535,47.5,163,0.0,0.003293547743536485,0.0,0.0,0.0,0.0,0.0
36073,L56243,L,297.2,308.3,90.0,1419,39.7,115,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36074,M24266,M,297.7,308.1,90.0,2189,15.6,186,0.0,0.0036659539813438872,0.0,0.0,0.0,0.0,0.0
36075,L47561,L,297.5,308.5,90.0,1546,40.4,129,0.0,0.003152875417304667,0.0,0.0,0.0,0.0,0.0
36076,M20674,M,301.3,311.0,90.0,1402,47.5,197,0.0,0.009487191209813856,0.0,0.0,0.0,0.0,0.0
36077,M20410,M,302.3,311.9,90.0,1508,42.3,159,0.0,0.00326423807388471,0.0,0.0,0.0,0.0,0.0
36078,L56488,L,298.4,309.1,90.0,1423,48.0,135,0.0,0.003293547743536485,0.0,0.0,0.0,0.0,0.0
36079,L48798,L,297.9,307.8,90.0,1286,59.5,55,0.0,0.013612378394790962,0.0,0.0,0.0,0.0,0.0
36080,M15649,M,296.9,308.0,90.0,1641,33.3,67,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36081,H35397,H,300.8,310.8,90.0,1466,45.2,188,0.0,0.004394074599089289,0.0,0.0,0.0,0.0,0.0
36082,L55852,L,297.5,308.8,90.0,1312,50.3,159,0.0,0.013497087874245091,0.0,0.0,0.0,0.0,0.0
36083,L51655,L,302.7,310.5,90.0,1351,41.8,10,1.0,0.5014560555712542,0.0,1.0,0.0,0.0,0.0
36084,L52786,L,302.9,312.2,90.0,1729,23.6,96,0.0,0.0026271053778877925,0.0,0.0,0.0,0.0,0.0
36085,H38726,H,298.5,309.4,90.0,1573,33.6,143,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36086,L52828,L,302.5,311.9,90.0,1401,44.9,203,0.0,0.03692056961858356,0.0,0.0,0.0,0.0,0.0
36087,L53396,L,301.1,310.8,90.0,1724,27.5,101,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36088,M17146,M,299.4,308.7,90.0,1289,60.5,104,0.0,0.0443411728104612,0.0,0.0,0.0,0.0,0.0
36089,L57173,L,298.8,308.4,90.0,1401,47.3,10,0.0,0.003099002979374284,0.0,0.0,0.0,0.0,0.0
36090,L54758,L,300.4,311.2,90.0,1673,28.9,171,0.0,0.0032289154749246124,0.0,0.0,0.0,0.0,0.0
36091,L48363,L,297.3,308.4,90.0,1513,40.5,25,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36092,M20861,M,300.4,310.2,90.0,1380,47.3,5,0.0,0.01137978661389522,0.0,0.0,0.0,0.0,0.0
36093,M19950,M,303.9,313.2,90.0,1570,40.7,74,0.0,0.0026271053778877925,0.0,0.0,0.0,0.0,0.0
36094,L49696,L,298.8,308.5,90.0,1736,29.0,31,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36095,L51302,L,302.2,310.6,90.0,1462,43.6,0,0.0,0.005597467566218413,0.0,0.0,0.0,0.0,0.0
36096,L52701,L,302.6,311.9,90.0,1397,46.9,82,0.0,0.0040540831604654725,0.0,0.0,0.0,0.0,0.0
36097,L52807,L,302.7,312.1,90.0,1597,39.8,153,0.0,0.0030780930429650413,0.0,0.0,0.0,0.0,0.0
36098,L55540,L,298.6,309.6,90.0,1540,35.8,5,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36099,M20732,M,301.5,311.0,90.0,1504,42.6,109,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36100,L55792,L,297.5,308.4,90.0,1441,44.5,4,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36101,M22587,M,300.7,311.9,90.0,1657,30.9,116,0.0,0.0023963188827155796,0.0,0.0,0.0,0.0,0.0
36102,L53148,L,300.4,310.8,90.0,1348,56.0,146,0.0,0.023035341818818417,0.0,0.0,0.0,0.0,0.0
36103,H30594,H,297.3,308.4,90.0,1531,35.6,16,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36104,H38176,H,297.5,308.8,90.0,1824,24.0,179,0.0,0.0036659539813438872,0.0,0.0,0.0,0.0,0.0
36105,M23095,M,299.2,310.6,90.0,1443,50.9,85,0.0,0.003488822619424329,0.0,0.0,0.0,0.0,0.0
36106,L49998,L,300.2,309.5,90.0,1729,28.4,131,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36107,L57144,L,298.3,307.9,90.0,1766,26.5,145,0.0,0.003152875417304667,0.0,0.0,0.0,0.0,0.0
36108,M23563,M,297.2,308.6,90.0,1284,51.3,32,0.0,0.01153722469709187,0.0,0.0,0.0,0.0,0.0
36109,M21468,M,301.5,310.4,90.0,1593,36.8,50,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36110,L50000,L,300.2,309.5,90.0,1436,48.8,135,0.0,0.003372969012438706,0.0,0.0,0.0,0.0,0.0
36111,L54715,L,300.0,311.2,90.0,1629,31.7,62,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36112,H31674,H,299.1,308.3,90.0,1521,36.5,40,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36113,L49419,L,299.2,308.6,90.0,1381,50.0,193,0.0,0.014183248793291582,0.0,0.0,0.0,0.0,0.0
36114,L53201,L,300.7,310.8,90.0,1814,21.4,59,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36115,L47962,L,296.8,307.9,90.0,1698,30.8,48,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36116,L48112,L,295.6,306.0,90.0,1363,50.0,14,0.0,0.01510688269014086,0.0,0.0,0.0,0.0,0.0
36117,L53382,L,301.0,310.9,90.0,1296,54.9,69,0.0,0.016737063410049033,0.0,0.0,0.0,0.0,0.0
36118,L49592,L,299.1,308.6,90.0,1408,46.7,196,0.0,0.0048929208477886494,0.0,0.0,0.0,0.0,0.0
36119,M21857,M,300.6,310.7,90.0,1566,38.2,187,0.0,0.003754321702472268,0.0,0.0,0.0,0.0,0.0
36120,M23975,M,297.6,308.6,90.0,1444,48.2,46,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36121,H30570,H,297.0,307.8,90.0,1404,40.7,184,0.0,0.004041079599921139,0.0,0.0,0.0,0.0,0.0
36122,H37521,H,300.3,311.9,90.0,1390,49.0,194,0.0,0.005861358478047557,0.0,0.0,0.0,0.0,0.0
36123,M20665,M,301.4,310.9,90.0,1557,39.3,174,0.0,0.0032289154749246124,0.0,0.0,0.0,0.0,0.0
36124,H34293,H,303.7,312.5,90.0,1520,35.6,154,0.0,0.0030780930429650413,0.0,0.0,0.0,0.0,0.0
36125,L50489,L,301.3,310.4,90.0,1384,50.1,88,0.0,0.006472032458389313,0.0,0.0,0.0,0.0,0.0
36126,M23821,M,297.3,308.0,90.0,1403,45.0,77,0.0,0.003099002979374284,0.0,0.0,0.0,0.0,0.0
36127,L48882,L,298.0,307.7,90.0,1430,47.3,49,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36128,H31906,H,299.0,308.8,90.0,1382,58.5,199,0.0,0.05833049972063073,0.0,0.0,0.0,0.0,0.0
36129,L50886,L,302.0,311.3,90.0,1567,41.1,26,0.0,0.003355022472501644,0.0,0.0,0.0,0.0,0.0
36130,L55456,L,298.8,310.5,90.0,1384,52.8,200,0.0,0.03438964674070486,0.0,0.0,0.0,0.0,0.0
36131,L47466,L,298.2,308.3,90.0,1589,33.2,94,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36132,L48788,L,297.8,307.7,90.0,1393,38.0,29,0.0,0.002966615217638519,0.0,0.0,0.0,0.0,0.0
36133,M21491,M,301.5,310.4,90.0,1378,55.3,109,0.0,0.02121248917895465,0.0,0.0,0.0,0.0,0.0
36134,L55458,L,298.8,310.5,90.0,1464,46.4,207,0.0,0.022230380332459533,0.0,0.0,0.0,0.0,0.0
36135,L54495,L,299.9,310.4,90.0,1470,50.0,148,0.0,0.004087132622235089,0.0,0.0,0.0,0.0,0.0
36136,H31666,H,299.1,308.3,90.0,1451,42.8,21,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36137,L54595,L,300.1,311.2,90.0,1489,39.1,188,0.0,0.003754321702472268,0.0,0.0,0.0,0.0,0.0
36138,M23225,M,298.8,309.8,90.0,1551,36.6,15,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36139,L49071,L,297.7,307.4,90.0,1764,29.0,139,0.0,0.003152875417304667,0.0,0.0,0.0,0.0,0.0
36140,L52242,L,304.0,312.9,90.0,1313,53.9,202,0.0,0.20429115626039504,0.0,0.0,0.0,0.0,0.0
36141,M20980,M,300.9,311.2,90.0,1472,40.0,93,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36142,L47743,L,297.7,309.6,90.0,1529,35.2,153,0.0,0.0032289154749246124,0.0,0.0,0.0,0.0,0.0
36143,L47471,L,298.0,308.3,90.0,1473,42.6,107,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36144,L51896,L,303.4,311.6,90.0,1712,30.1,182,0.0,0.00764678793086765,0.0,0.0,0.0,0.0,0.0
36145,L54888,L,300.5,311.4,90.0,1709,32.3,64,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36146,L53529,L,300.1,309.8,90.0,1506,35.2,21,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36147,L47349,L,298.4,308.3,90.0,1318,59.1,22,0.0,0.016896741173052253,0.0,0.0,0.0,0.0,0.0
36148,L47447,L,297.9,308.0,90.0,1954,21.1,42,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36149,L51818,L,303.1,311.3,90.0,1474,34.8,215,0.0,0.031045116407317302,0.0,0.0,0.0,0.0,0.0
36150,M21937,M,300.7,310.5,90.0,1594,31.0,196,0.0,0.004797053690621972,0.0,0.0,0.0,0.0,0.0
36151,L50535,L,301.5,310.8,90.0,1367,49.0,193,0.0,0.020196460885069985,0.0,0.0,0.0,0.0,0.0
36152,L55459,L,298.8,310.6,90.0,1803,25.4,209,0.0,0.008319509516179723,0.0,0.0,0.0,0.0,0.0
36153,L47495,L,297.9,308.4,90.0,1646,40.6,175,0.0,0.003152875417304667,0.0,0.0,0.0,0.0,0.0
36154,L53908,L,301.5,310.9,90.0,1891,23.2,122,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36155,H38909,H,299.3,310.0,90.0,1373,44.8,221,0.0,0.18306490772869816,0.0,0.0,0.0,0.0,0.0
36156,L51247,L,301.9,310.7,90.0,1429,51.0,76,0.0,0.004183337888755606,0.0,0.0,0.0,0.0,0.0
36157,M15105,M,297.9,308.1,90.0,1627,31.4,209,0.0,0.010392970945572693,0.0,0.0,0.0,0.0,0.0
36158,L47432,L,298.0,308.2,90.0,1620,35.8,5,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36159,H30525,H,296.5,307.4,90.0,1432,49.2,64,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36160,L51981,L,303.5,312.4,90.0,1574,32.7,175,0.0,0.0030780930429650413,0.0,0.0,0.0,0.0,0.0
36161,L48893,L,298.2,307.8,90.0,1515,46.7,74,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36162,L47230,L,298.9,309.1,90.0,2861,4.6,143,1.0,0.9146123900578966,0.0,0.0,1.0,0.0,0.0
36163,H31249,H,297.8,307.3,90.0,1555,35.8,190,0.0,0.0036659539813438872,0.0,0.0,0.0,0.0,0.0
36164,L55076,L,300.8,312.6,90.0,1376,53.6,119,0.0,0.019147111512758812,0.0,0.0,0.0,0.0,0.0
36165,H32797,H,301.4,310.6,90.0,1674,33.6,49,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36166,L53590,L,300.4,310.1,90.0,1544,41.9,184,0.0,0.003754321702472268,0.0,0.0,0.0,0.0,0.0
36167,L51493,L,301.4,310.1,90.0,1502,46.6,37,0.0,0.0032260579868464336,0.0,0.0,0.0,0.0,0.0
36168,M15732,M,295.8,306.4,90.0,1335,51.7,69,0.0,0.01281699443520848,0.0,0.0,0.0,0.0,0.0
36169,H30668,H,297.5,308.8,90.0,1430,49.4,2,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36170,H38295,H,298.0,309.2,90.0,1520,37.9,89,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36171,L53031,L,301.2,311.0,90.0,1573,32.8,57,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36172,L52882,L,302.3,311.7,90.0,1544,43.2,128,0.0,0.004541096328141592,0.0,0.0,0.0,0.0,0.0
36173,M22963,M,300.3,311.9,90.0,1429,41.6,184,0.0,0.0029482047779853895,0.0,0.0,0.0,0.0,0.0
36174,L49278,L,299.4,309.3,90.0,1401,59.0,38,0.0,0.009451290029663599,0.0,0.0,0.0,0.0,0.0
36175,L52308,L,304.2,313.4,90.0,1434,42.5,175,0.0,0.0030780930429650413,0.0,0.0,0.0,0.0,0.0
36176,L47428,L,298.0,308.3,90.0,1362,56.8,216,1.0,0.7956312654349191,0.0,0.0,0.0,1.0,0.0
36177,L53741,L,301.5,310.7,90.0,1596,35.4,150,0.0,0.0032289154749246124,0.0,0.0,0.0,0.0,0.0
36178,M16199,M,298.6,310.2,90.0,1668,31.5,7,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36179,M21877,M,300.7,310.6,90.0,1474,37.0,33,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36180,H31524,H,299.3,309.0,90.0,1508,35.0,70,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36181,M16429,M,298.1,308.2,90.0,1654,35.3,155,0.0,0.003152875417304667,0.0,0.0,0.0,0.0,0.0
36182,L48906,L,298.3,307.8,90.0,1906,22.1,104,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36183,L55564,L,298.8,309.7,90.0,1450,43.1,63,0.0,0.002755891106085785,0.0,0.0,0.0,0.0,0.0
36184,H36354,H,300.8,311.4,90.0,1453,44.6,38,0.0,0.0032260579868464336,0.0,0.0,0.0,0.0,0.0
36185,L51575,L,302.3,310.1,90.0,1513,40.4,22,0.0,0.007020162755106656,0.0,0.0,0.0,0.0,0.0
36186,H31834,H,298.8,308.2,90.0,1450,44.7,14,0.0,0.002811081685151555,0.0,0.0,0.0,0.0,0.0
36187,L50225,L,300.2,309.4,90.0,1526,35.3,46,0.0,0.002690960566933088,0.0,0.0,0.0,0.0,0.0
36188,H34917,H,302.6,312.0,90.0,1657,29.3,37,0.0,0.0026271053778877925,0.0,0.0,0.0,0.0,0.0
36189,M18563,M,302.0,311.2,90.0,1418,49.5,17,0.0,0.004183337888755606,0.0,0.0,0.0,0.0,0.0
36190,M23051,M,299.6,310.9,90.0,1630,29.8,206,0.0,0.010641761268460795,0.0,0.0,0.0,0.0,0.0
36191,L52511,L,303.7,312.8,90.0,1448,44.5,55,0.0,0.003276297441247534,0.0,0.0,0.0,0.0,0.0
36192,M24668,M,298.2,309.0,90.0,1441,44.2,147,0.0,0.003293547743536485,0.0,0.0,0.0,0.0,0.0
